dose,state,year,age,val
"≥1 Dose, Males",Ohio,2013,13-17 Years,26.5
"≥2 Doses, Males and Females",Ohio,2018,13-17 Years,59.0
"≥1 Dose, Females",Ohio,2019,13-17 Years,73.7
"≥1 Dose, Females",Ohio,2020,13-17 Years,73.2
"≥1 Dose, Females",Ohio,2021,13-17 Years,82.2
"≥1 Dose, Females",Ohio,2022,13-17 Years,81.9
"≥2 Doses, Males and Females",Ohio,2017,13-17 Years,51.1
"≥2 Doses, Males and Females",Ohio,2016,13-17 Years,48.1
"≥1 Dose, Males",Ohio,2017,13-17 Years,58.8
"≥2 Doses, Males and Females",Ohio,2019,13-17 Years,51.9
"≥1 Dose, Females",Ohio,2008,13-17 Years,29.1
"≥1 Dose, Females",Ohio,2009,13-17 Years,40.6
"≥1 Dose, Females",Ohio,2010,13-17 Years,44.0
"≥1 Dose, Females",Ohio,2011,13-17 Years,45.5
"≥1 Dose, Females",Ohio,2012,13-17 Years,56.4
"≥1 Dose, Females",Ohio,2013,13-17 Years,54.8
"≥1 Dose, Females",Ohio,2014,13-17 Years,61.0
"≥1 Dose, Females",Ohio,2015,13-17 Years,61.0
"≥3 Doses, Females",Ohio,2015,13-17 Years,37.8
"≥3 Doses, Females",Ohio,2014,13-17 Years,35.2
"≥3 Doses, Females",Ohio,2013,13-17 Years,35.0
"≥3 Doses, Males",Ohio,2013,13-17 Years,14.7
"≥3 Doses, Males",Ohio,2015,13-17 Years,21.0
"≥3 Doses, Males",Ohio,2014,13-17 Years,23.3
"≥3 Doses, Females",Ohio,2010,13-17 Years,31.1
"≥3 Doses, Females",Ohio,2012,13-17 Years,31.9
"≥3 Doses, Females",Ohio,2011,13-17 Years,32.6
"≥3 Doses, Females",Ohio,2009,13-17 Years,25.0
"≥3 Doses, Females",Ohio,2008,13-17 Years,15.6
"≥2 Doses, Males",Ohio,2019,13-17 Years,48.7
"Up-to-Date, Males and Females",Ohio,2019,13-17 Years,49.6
"Up-to-Date, Males and Females",Ohio,2020,13-17 Years,53.2
"Up-to-Date, Males and Females",Ohio,2021,13-17 Years,62.2
"Up-to-Date, Males and Females",Ohio,2022,13-17 Years,62.7
"Up-to-Date, Males and Females",Ohio,2016,13-17 Years,41.8
"Up-to-Date, Males and Females",Ohio,2018,13-17 Years,58.2
"Up-to-Date, Males and Females",Ohio,2017,13-17 Years,47.0
"≥1 Dose, Males and Females",Colorado,2023,13-17 Years,80.5
"Up-to-Date, Males and Females",Colorado,2023,13-17 Years,68.5
"Up-to-Date, Males",Colorado,2023,13-17 Years,68.3
"≥1 Dose, Females",Colorado,2023,13-17 Years,81.4
"Up-to-Date, Females",Colorado,2023,13-17 Years,68.8
"≥1 Dose, Males",Colorado,2023,13-17 Years,79.7
"≥2 Doses, Females",Colorado,2022,13-17 Years,69.4
"≥2 Doses, Males and Females",Arizona,2022,13-17 Years,63.8
"≥2 Doses, Females",Arizona,2022,13-17 Years,60.2
"≥2 Doses, Males",Arizona,2022,13-17 Years,67.2
"≥1 Dose, Males",Arizona,2023,13-17 Years,75.6
"Up-to-Date, Females",Arizona,2023,13-17 Years,63.6
"≥1 Dose, Females",Arizona,2023,13-17 Years,76.3
"Up-to-Date, Males",Arizona,2023,13-17 Years,62.6
"Up-to-Date, Males and Females",Arizona,2023,13-17 Years,63.1
"≥1 Dose, Males and Females",Arizona,2023,13-17 Years,75.9
"≥1 Dose, Males",Arizona,2017,13-17 Years,61.4
"≥1 Dose, Males",Arizona,2016,13-17 Years,60.9
"≥1 Dose, Males",Arizona,2015,13-17 Years,51.3
"≥1 Dose, Males",Arizona,2013,13-17 Years,44.4
"≥1 Dose, Males",Arizona,2014,13-17 Years,40.6
"≥1 Dose, Females",Arizona,2020,13-17 Years,69.9
"≥1 Dose, Females",Arizona,2021,13-17 Years,83.2
"≥1 Dose, Females",Arizona,2022,13-17 Years,74.0
"≥1 Dose, Males",Arizona,2011,13-17 Years,8.4
"≥2 Doses, Males and Females",Arizona,2018,13-17 Years,56.2
"≥2 Doses, Males and Females",Arizona,2019,13-17 Years,60.5
"≥2 Doses, Males and Females",Arizona,2016,13-17 Years,50.1
"≥2 Doses, Males and Females",Arizona,2017,13-17 Years,55.5
"≥1 Dose, Males",Arizona,2012,13-17 Years,19.7
"≥1 Dose, Females",Arizona,2019,13-17 Years,70.6
"≥1 Dose, Females",Arizona,2016,13-17 Years,65.4
"≥1 Dose, Females",Arizona,2017,13-17 Years,68.9
"≥1 Dose, Females",Arizona,2018,13-17 Years,65.3
"≥1 Dose, Females",Arizona,2012,13-17 Years,54.3
"≥1 Dose, Females",Arizona,2013,13-17 Years,64.1
"≥1 Dose, Females",Arizona,2014,13-17 Years,58.2
"≥1 Dose, Females",Arizona,2015,13-17 Years,68.3
"≥1 Dose, Females",Arizona,2011,13-17 Years,55.3
"≥1 Dose, Females",Arizona,2008,13-17 Years,50.5
"≥2 Doses, Females",Arizona,2008,13-17 Years,29.8
"≥1 Dose, Males",Arizona,2022,13-17 Years,78.8
"≥1 Dose, Males",Arizona,2020,13-17 Years,71.4
"≥1 Dose, Males",Arizona,2021,13-17 Years,79.5
"≥1 Dose, Males",Arizona,2019,13-17 Years,73.0
"≥1 Dose, Males",Arizona,2018,13-17 Years,69.1
"≥2 Doses, Females",Arizona,2014,13-17 Years,46.2
"≥2 Doses, Females",Arizona,2009,13-17 Years,40.8
"≥2 Doses, Females",Arizona,2010,13-17 Years,40.7
"≥2 Doses, Females",Arizona,2011,13-17 Years,45.2
"≥2 Doses, Females",Arizona,2012,13-17 Years,43.4
"≥2 Doses, Females",Arizona,2013,13-17 Years,47.9
"≥1 Dose, Males and Females",Arizona,2019,13-17 Years,71.8
"≥1 Dose, Males and Females",Arizona,2020,13-17 Years,70.7
"≥1 Dose, Males and Females",Arizona,2021,13-17 Years,81.3
"≥1 Dose, Males and Females",Arizona,2022,13-17 Years,76.5
"≥2 Doses, Females",Arizona,2016,13-17 Years,53.9
"≥2 Doses, Females",Arizona,2017,13-17 Years,59.7
"≥1 Dose, Males and Females",Arizona,2016,13-17 Years,63.1
"≥1 Dose, Males and Females",Arizona,2017,13-17 Years,65.0
"≥1 Dose, Males and Females",Arizona,2018,13-17 Years,67.2
"≥2 Doses, Females",Arizona,2018,13-17 Years,56.4
"≥2 Doses, Females",Arizona,2019,13-17 Years,59.8
"≥2 Doses, Males",Arizona,2012,13-17 Years,12.8
"≥2 Doses, Males",Arizona,2013,13-17 Years,33.5
"≥2 Doses, Males",Arizona,2014,13-17 Years,28.2
"≥2 Doses, Males",Arizona,2015,13-17 Years,40.6
"≥2 Doses, Males",Arizona,2016,13-17 Years,46.4
"≥2 Doses, Males",Arizona,2017,13-17 Years,51.3
"≥2 Doses, Males",Arizona,2018,13-17 Years,56.0
"≥2 Doses, Males",Arizona,2019,13-17 Years,61.2
"≥3 Doses, Males and Females",Arizona,2013,13-17 Years,28.3
"≥3 Doses, Males and Females",Arizona,2014,13-17 Years,26.1
"≥3 Doses, Males and Females",Arizona,2015,13-17 Years,35.4
"≥3 Doses, Males and Females",Arizona,2011,13-17 Years,19.5
"≥3 Doses, Males and Females",Arizona,2012,13-17 Years,21.2
"≥2 Doses, Females",Arizona,2015,13-17 Years,56.1
"≥1 Dose, Males and Females",Alaska,2023,13-17 Years,71.8
"Up-to-Date, Males and Females",Alaska,2023,13-17 Years,54.4
"Up-to-Date, Males",Alaska,2023,13-17 Years,52.0
"≥1 Dose, Females",Alaska,2023,13-17 Years,71.9
"Up-to-Date, Females",Alaska,2023,13-17 Years,57.1
"≥1 Dose, Males",Alaska,2023,13-17 Years,71.6
"≥2 Doses, Males",Alaska,2022,13-17 Years,55.1
"≥2 Doses, Females",Alaska,2022,13-17 Years,63.2
"≥2 Doses, Males and Females",Alaska,2022,13-17 Years,59.0
"Up-to-Date, Females",Delaware,2017,13-17 Years,59.6
"Up-to-Date, Females",Delaware,2016,13-17 Years,66.8
"Up-to-Date, Females",Delaware,2019,13-17 Years,60.7
"Up-to-Date, Females",Delaware,2018,13-17 Years,63.9
"Up-to-Date, Males",Delaware,2016,13-17 Years,47.3
"Up-to-Date, Males",Delaware,2017,13-17 Years,56.7
"Up-to-Date, Females",Delaware,2022,13-17 Years,67.5
"Up-to-Date, Females",Delaware,2021,13-17 Years,68.8
"Up-to-Date, Males",Delaware,2022,13-17 Years,68.8
"Up-to-Date, Females",Delaware,2020,13-17 Years,62.2
"Up-to-Date, Males",Delaware,2021,13-17 Years,68.9
"Up-to-Date, Males",Delaware,2019,13-17 Years,57.7
"Up-to-Date, Males",Delaware,2020,13-17 Years,64.1
"Up-to-Date, Males",Delaware,2018,13-17 Years,53.1
"Up-to-Date, Females",Wyoming,2020,13-17 Years,52.7
"Up-to-Date, Females",Wyoming,2022,13-17 Years,52.4
"Up-to-Date, Females",Wyoming,2021,13-17 Years,48.7
"Up-to-Date, Males",Wyoming,2022,13-17 Years,46.2
"Up-to-Date, Males",Wyoming,2021,13-17 Years,47.4
"Up-to-Date, Males",Wyoming,2018,13-17 Years,30.3
"Up-to-Date, Males",Wyoming,2020,13-17 Years,37.3
"Up-to-Date, Males",Wyoming,2017,13-17 Years,28.4
"Up-to-Date, Males",Wyoming,2019,13-17 Years,40.4
"Up-to-Date, Females",Wyoming,2019,13-17 Years,42.6
"Up-to-Date, Females",Wyoming,2018,13-17 Years,54.4
"Up-to-Date, Females",Wyoming,2017,13-17 Years,33.6
"Up-to-Date, Males",Wyoming,2016,13-17 Years,19.9
"Up-to-Date, Females",Wyoming,2016,13-17 Years,33.9
"≥2 Doses, Males and Females",South Carolina,2022,13-17 Years,55.9
"≥2 Doses, Males",South Carolina,2022,13-17 Years,46.2
"≥1 Dose, Males",South Carolina,2023,13-17 Years,79.8
"Up-to-Date, Females",South Carolina,2023,13-17 Years,63.3
"Up-to-Date, Males",South Carolina,2023,13-17 Years,58.9
"≥1 Dose, Females",South Carolina,2023,13-17 Years,77.5
"Up-to-Date, Males and Females",South Carolina,2023,13-17 Years,61.0
"≥1 Dose, Males and Females",South Carolina,2023,13-17 Years,78.7
"Up-to-Date, Females",District of Columbia,2016,13-17 Years,65.1
"Up-to-Date, Females",District of Columbia,2021,13-17 Years,81.2
"Up-to-Date, Females",District of Columbia,2022,13-17 Years,75.1
"Up-to-Date, Females",District of Columbia,2018,13-17 Years,73.5
"Up-to-Date, Females",District of Columbia,2019,13-17 Years,73.0
"Up-to-Date, Females",District of Columbia,2020,13-17 Years,73.4
"Up-to-Date, Males",District of Columbia,2017,13-17 Years,76.6
"Up-to-Date, Males",District of Columbia,2016,13-17 Years,58.8
"Up-to-Date, Females",District of Columbia,2017,13-17 Years,79.4
"Up-to-Date, Females",Indiana,2016,13-17 Years,43.5
"Up-to-Date, Females",Indiana,2018,13-17 Years,55.7
"Up-to-Date, Females",Indiana,2019,13-17 Years,41.5
"Up-to-Date, Males",Indiana,2017,13-17 Years,33.5
"Up-to-Date, Males",Indiana,2016,13-17 Years,24.7
"Up-to-Date, Males",Indiana,2021,13-17 Years,48.7
"Up-to-Date, Females",Indiana,2017,13-17 Years,48.4
"Up-to-Date, Females",Indiana,2020,13-17 Years,60.0
"Up-to-Date, Males",Indiana,2022,13-17 Years,55.8
"Up-to-Date, Females",Indiana,2022,13-17 Years,63.5
"Up-to-Date, Females",Indiana,2021,13-17 Years,62.0
"Up-to-Date, Males",Indiana,2018,13-17 Years,42.5
"Up-to-Date, Males",Indiana,2020,13-17 Years,47.1
"Up-to-Date, Males",Indiana,2019,13-17 Years,40.9
"≥3 Doses, Males",Indiana,2014,13-17 Years,12.8
"≥3 Doses, Males",Indiana,2015,13-17 Years,27.5
"≥3 Doses, Males",Indiana,2013,13-17 Years,8.1
"≥1 Dose, Females",Indiana,2014,13-17 Years,61.4
"≥1 Dose, Females",Indiana,2015,13-17 Years,53.7
"≥1 Dose, Females",Indiana,2012,13-17 Years,48.4
"≥1 Dose, Females",Indiana,2013,13-17 Years,54.1
"≥1 Dose, Females",Indiana,2010,13-17 Years,37.0
"≥1 Dose, Females",Indiana,2011,13-17 Years,40.8
"≥1 Dose, Females",Indiana,2009,13-17 Years,37.1
"≥2 Doses, Males",Indiana,2014,13-17 Years,17.0
"≥2 Doses, Males",Indiana,2013,13-17 Years,13.5
"≥2 Doses, Males",Indiana,2012,13-17 Years,10.8
"≥2 Doses, Females",Indiana,2019,13-17 Years,48.5
"≥2 Doses, Females",Indiana,2018,13-17 Years,57.6
"≥2 Doses, Females",Indiana,2015,13-17 Years,43.1
"≥2 Doses, Females",Indiana,2014,13-17 Years,54.3
"≥2 Doses, Females",Indiana,2016,13-17 Years,49.5
"≥2 Doses, Females",Indiana,2017,13-17 Years,53.3
"≥1 Dose, Males and Females",Indiana,2022,13-17 Years,75.5
"≥1 Dose, Males and Females",Indiana,2019,13-17 Years,66.3
"≥2 Doses, Females",Indiana,2011,13-17 Years,33.8
"≥2 Doses, Females",Indiana,2010,13-17 Years,31.2
"≥2 Doses, Females",Indiana,2009,13-17 Years,28.5
"≥1 Dose, Males and Females",Indiana,2018,13-17 Years,65.0
"≥1 Dose, Males and Females",Indiana,2016,13-17 Years,45.2
"≥1 Dose, Males and Females",Indiana,2017,13-17 Years,59.3
"≥2 Doses, Females",Indiana,2012,13-17 Years,42.7
"≥2 Doses, Females",Indiana,2013,13-17 Years,44.2
"≥1 Dose, Males",Indiana,2022,13-17 Years,73.6
"≥1 Dose, Males and Females",Indiana,2021,13-17 Years,72.1
"≥1 Dose, Males and Females",Indiana,2020,13-17 Years,73.6
"≥1 Dose, Females",Indiana,2008,13-17 Years,26.1
"≥1 Dose, Males",Indiana,2019,13-17 Years,65.2
"≥2 Doses, Males and Females",Indiana,2019,13-17 Years,47.1
"≥1 Dose, Males",Indiana,2017,13-17 Years,51.0
"≥1 Dose, Males",Indiana,2012,13-17 Years,17.2
"≥1 Dose, Males",Indiana,2014,13-17 Years,23.2
"≥1 Dose, Males",Indiana,2013,13-17 Years,18.2
"≥1 Dose, Males",Indiana,2015,13-17 Years,43.2
"≥1 Dose, Males",Indiana,2016,13-17 Years,36.9
"≥2 Doses, Males and Females",Indiana,2016,13-17 Years,38.7
"≥2 Doses, Males and Females",Indiana,2017,13-17 Years,46.3
"≥1 Dose, Females",Indiana,2022,13-17 Years,77.5
"≥1 Dose, Females",Indiana,2021,13-17 Years,75.3
"≥1 Dose, Females",Indiana,2020,13-17 Years,80.8
"≥2 Doses, Males and Females",Indiana,2018,13-17 Years,51.3
"≥1 Dose, Males",Indiana,2018,13-17 Years,63.3
"≥1 Dose, Males",Indiana,2021,13-17 Years,69.0
"≥1 Dose, Males",Indiana,2020,13-17 Years,66.7
"≥1 Dose, Females",Indiana,2018,13-17 Years,66.9
"≥1 Dose, Females",Indiana,2019,13-17 Years,67.4
"≥1 Dose, Females",Indiana,2016,13-17 Years,53.9
"≥1 Dose, Females",Indiana,2017,13-17 Years,68.0
"≥2 Doses, Females",Indiana,2008,13-17 Years,18.5
"Up-to-Date, Males and Females",Indiana,2020,13-17 Years,53.4
"≥2 Doses, Males",Indiana,2019,13-17 Years,45.8
"Up-to-Date, Males and Females",Indiana,2016,13-17 Years,33.9
"Up-to-Date, Males and Females",Indiana,2017,13-17 Years,40.8
"Up-to-Date, Males and Females",Indiana,2018,13-17 Years,48.9
"Up-to-Date, Males and Females",Indiana,2019,13-17 Years,41.2
"≥2 Doses, Males",Indiana,2015,13-17 Years,34.3
"≥2 Doses, Males",Indiana,2016,13-17 Years,28.4
"≥2 Doses, Males",Indiana,2017,13-17 Years,39.5
"≥2 Doses, Males",Indiana,2018,13-17 Years,45.4
"Up-to-Date, Males and Females",Indiana,2022,13-17 Years,59.6
"Up-to-Date, Males and Females",Indiana,2021,13-17 Years,55.2
"≥3 Doses, Males and Females",Alabama,2011,13-17 Years,15.4
"≥3 Doses, Males and Females",Alabama,2012,13-17 Years,18.6
"≥2 Doses, Females",Alabama,2022,13-17 Years,60.2
"≥2 Doses, Males and Females",Alabama,2022,13-17 Years,60.2
"≥2 Doses, Males",Alabama,2022,13-17 Years,60.2
"≥3 Doses, Males and Females",Alabama,2013,13-17 Years,22.7
"≥3 Doses, Males and Females",Alabama,2014,13-17 Years,21.9
"≥3 Doses, Males and Females",Alabama,2015,13-17 Years,31.6
"Up-to-Date, Females",Rhode Island,2020,13-17 Years,79.9
"Up-to-Date, Females",Rhode Island,2016,13-17 Years,73.0
"Up-to-Date, Females",Rhode Island,2022,13-17 Years,85.2
"Up-to-Date, Females",Rhode Island,2021,13-17 Years,80.1
"Up-to-Date, Males",Rhode Island,2016,13-17 Years,68.7
"Up-to-Date, Males",Rhode Island,2022,13-17 Years,85.2
"Up-to-Date, Males",Rhode Island,2021,13-17 Years,86.3
"Up-to-Date, Females",Rhode Island,2019,13-17 Years,77.8
"Up-to-Date, Females",Rhode Island,2018,13-17 Years,76.1
"Up-to-Date, Females",Rhode Island,2017,13-17 Years,76.8
"Up-to-Date, Males",Rhode Island,2020,13-17 Years,86.0
"Up-to-Date, Males",Rhode Island,2019,13-17 Years,80.0
"Up-to-Date, Males",Rhode Island,2017,13-17 Years,78.4
"Up-to-Date, Males",Rhode Island,2018,13-17 Years,80.0
"≥3 Doses, Females",Rhode Island,2010,13-17 Years,55.1
"≥3 Doses, Females",Rhode Island,2014,13-17 Years,53.7
"≥3 Doses, Females",Rhode Island,2013,13-17 Years,56.5
"≥3 Doses, Females",Rhode Island,2011,13-17 Years,56.8
"≥3 Doses, Females",Rhode Island,2012,13-17 Years,57.7
"≥3 Doses, Males",Rhode Island,2014,13-17 Years,42.9
"≥3 Doses, Males",Rhode Island,2015,13-17 Years,58.1
"≥3 Doses, Males",Rhode Island,2012,13-17 Years,17.7
"≥3 Doses, Males",Rhode Island,2013,13-17 Years,43.2
"≥3 Doses, Females",Rhode Island,2009,13-17 Years,51.7
"≥3 Doses, Females",Rhode Island,2008,13-17 Years,31.4
"≥3 Doses, Females",Rhode Island,2015,13-17 Years,68.0
"≥1 Dose, Females",Rhode Island,2010,13-17 Years,73.0
"≥1 Dose, Females",Rhode Island,2011,13-17 Years,76.1
"≥1 Dose, Females",Rhode Island,2015,13-17 Years,87.9
"≥1 Dose, Females",Rhode Island,2014,13-17 Years,76.0
"≥1 Dose, Females",Rhode Island,2013,13-17 Years,76.6
"≥1 Dose, Females",Rhode Island,2012,13-17 Years,73.7
"≥1 Dose, Females",Rhode Island,2008,13-17 Years,54.7
"≥1 Dose, Females",Rhode Island,2009,13-17 Years,68.3
"≥2 Doses, Males and Females",Rhode Island,2019,13-17 Years,82.9
"≥1 Dose, Males",Rhode Island,2018,13-17 Years,91.5
"≥1 Dose, Males",Rhode Island,2020,13-17 Years,91.2
"≥1 Dose, Males",Rhode Island,2019,13-17 Years,90.5
"≥1 Dose, Males",Rhode Island,2017,13-17 Years,88.7
"≥1 Dose, Females",Rhode Island,2022,13-17 Years,93.3
"≥1 Dose, Males",Rhode Island,2011,13-17 Years,24.6
"≥1 Dose, Females",Rhode Island,2021,13-17 Years,90.9
"≥1 Dose, Females",Rhode Island,2020,13-17 Years,94.9
"≥2 Doses, Males and Females",Rhode Island,2017,13-17 Years,80.7
"≥1 Dose, Females",Rhode Island,2019,13-17 Years,93.4
"≥2 Doses, Males and Females",Rhode Island,2018,13-17 Years,80.5
"≥1 Dose, Males",Rhode Island,2021,13-17 Years,89.2
"≥1 Dose, Males",Rhode Island,2016,13-17 Years,87.8
"≥1 Dose, Males",Rhode Island,2015,13-17 Years,80.6
"≥1 Dose, Males",Rhode Island,2014,13-17 Years,69.0
"≥1 Dose, Males",Rhode Island,2013,13-17 Years,69.3
"≥2 Doses, Females",Rhode Island,2009,13-17 Years,64.7
"≥2 Doses, Females",Rhode Island,2011,13-17 Years,71.1
"≥2 Doses, Females",Rhode Island,2010,13-17 Years,65.8
"≥2 Doses, Females",Rhode Island,2014,13-17 Years,67.8
"≥2 Doses, Females",Rhode Island,2015,13-17 Years,77.9
"≥2 Doses, Females",Rhode Island,2016,13-17 Years,81.4
"≥2 Doses, Females",Rhode Island,2017,13-17 Years,81.5
"≥1 Dose, Males and Females",Rhode Island,2022,13-17 Years,94.6
"≥1 Dose, Males",Rhode Island,2022,13-17 Years,95.8
"≥1 Dose, Males and Females",Rhode Island,2018,13-17 Years,89.3
"≥1 Dose, Males and Females",Rhode Island,2019,13-17 Years,91.9
"≥1 Dose, Males and Females",Rhode Island,2021,13-17 Years,90.1
"≥1 Dose, Males and Females",Rhode Island,2020,13-17 Years,93.0
"≥2 Doses, Males and Females",Rhode Island,2016,13-17 Years,79.0
"≥1 Dose, Males",Rhode Island,2012,13-17 Years,55.2
"≥1 Dose, Females",Rhode Island,2018,13-17 Years,87.0
"≥1 Dose, Females",Rhode Island,2016,13-17 Years,90.1
"≥1 Dose, Females",Rhode Island,2017,13-17 Years,88.5
"≥1 Dose, Males and Females",Rhode Island,2016,13-17 Years,88.9
"≥1 Dose, Males and Females",Rhode Island,2017,13-17 Years,88.6
"≥2 Doses, Females",Rhode Island,2008,13-17 Years,50.7
"≥2 Doses, Females",Rhode Island,2013,13-17 Years,68.5
"≥2 Doses, Females",Rhode Island,2012,13-17 Years,67.8
"≥2 Doses, Males",Rhode Island,2014,13-17 Years,56.8
"≥2 Doses, Males",Rhode Island,2013,13-17 Years,58.0
"≥2 Doses, Males",Rhode Island,2012,13-17 Years,34.8
"≥2 Doses, Males",Rhode Island,2015,13-17 Years,66.6
"≥2 Doses, Males",Rhode Island,2016,13-17 Years,76.7
"≥2 Doses, Males",Rhode Island,2017,13-17 Years,79.9
"≥2 Doses, Males",Rhode Island,2018,13-17 Years,82.4
"≥2 Doses, Males",Rhode Island,2011,13-17 Years,10.3
"≥2 Doses, Females",Rhode Island,2019,13-17 Years,82.2
"≥2 Doses, Females",Rhode Island,2018,13-17 Years,78.5
"≥2 Doses, Males and Females",Maryland,2019,13-17 Years,71.4
"≥1 Dose, Females",Maryland,2008,13-17 Years,41.1
"≥1 Dose, Females",Maryland,2009,13-17 Years,39.6
"≥1 Dose, Females",Maryland,2010,13-17 Years,41.6
"≥1 Dose, Females",Maryland,2011,13-17 Years,45.7
"≥1 Dose, Females",Maryland,2012,13-17 Years,42.7
"≥1 Dose, Females",Maryland,2013,13-17 Years,50.0
"≥1 Dose, Females",Maryland,2014,13-17 Years,57.9
"≥1 Dose, Females",Maryland,2015,13-17 Years,66.0
"Up-to-Date, Males and Females",Maryland,2020,13-17 Years,66.8
"Up-to-Date, Males and Females",Maryland,2022,13-17 Years,72.0
"Up-to-Date, Males and Females",Maryland,2021,13-17 Years,71.9
"≥3 Doses, Females",Maryland,2010,13-17 Years,30.8
"≥3 Doses, Females",Maryland,2011,13-17 Years,29.9
"≥3 Doses, Females",Maryland,2009,13-17 Years,29.5
"≥3 Doses, Females",Maryland,2008,13-17 Years,14.2
"≥3 Doses, Males",Maryland,2014,13-17 Years,24.5
"≥3 Doses, Males",Maryland,2015,13-17 Years,31.3
"≥3 Doses, Females",Maryland,2015,13-17 Years,43.7
"≥3 Doses, Females",Maryland,2012,13-17 Years,30.9
"≥3 Doses, Females",Maryland,2014,13-17 Years,39.4
"≥3 Doses, Females",Maryland,2013,13-17 Years,33.4
"≥3 Doses, Males and Females",Maryland,2011,13-17 Years,15.3
"≥3 Doses, Males and Females",Maryland,2012,13-17 Years,18.4
"≥3 Doses, Males and Females",Maryland,2014,13-17 Years,31.8
"≥3 Doses, Males and Females",Maryland,2015,13-17 Years,37.4
"≥3 Doses, Males and Females",Maryland,2013,13-17 Years,21.6
"≥1 Dose, Females",Maryland,2017,13-17 Years,73.2
"≥1 Dose, Females",Maryland,2016,13-17 Years,69.0
"≥1 Dose, Females",Maryland,2018,13-17 Years,76.4
"≥1 Dose, Males",Maryland,2012,13-17 Years,20.2
"≥1 Dose, Males",Maryland,2021,13-17 Years,83.1
"≥1 Dose, Males",Maryland,2020,13-17 Years,78.8
"≥1 Dose, Males",Maryland,2018,13-17 Years,73.1
"≥1 Dose, Males",Maryland,2017,13-17 Years,65.4
"≥2 Doses, Males and Females",Maryland,2018,13-17 Years,61.7
"≥1 Dose, Females",Maryland,2019,13-17 Years,78.3
"≥1 Dose, Females",Maryland,2022,13-17 Years,85.5
"≥1 Dose, Males",Maryland,2011,13-17 Years,14.0
"≥1 Dose, Females",Maryland,2021,13-17 Years,87.9
"≥1 Dose, Females",Maryland,2020,13-17 Years,87.7
"≥2 Doses, Males and Females",Maryland,2017,13-17 Years,57.7
"≥2 Doses, Males and Females",Maryland,2016,13-17 Years,54.4
"≥1 Dose, Males",Maryland,2019,13-17 Years,79.4
"≥1 Dose, Males",Maryland,2016,13-17 Years,60.2
"≥1 Dose, Males",Maryland,2015,13-17 Years,55.0
"≥1 Dose, Males",Maryland,2014,13-17 Years,46.9
"≥1 Dose, Males",Maryland,2013,13-17 Years,34.2
"≥1 Dose, Males and Females",Maryland,2019,13-17 Years,78.9
"≥1 Dose, Males and Females",Maryland,2018,13-17 Years,74.7
"≥2 Doses, Females",Maryland,2008,13-17 Years,31.8
"≥2 Doses, Females",Maryland,2012,13-17 Years,39.3
"≥2 Doses, Females",Maryland,2013,13-17 Years,45.5
"≥1 Dose, Males and Females",Maryland,2017,13-17 Years,69.2
"≥1 Dose, Males and Females",Maryland,2016,13-17 Years,64.5
"≥2 Doses, Females",Maryland,2011,13-17 Years,36.3
"≥2 Doses, Females",Maryland,2010,13-17 Years,37.5
"≥2 Doses, Females",Maryland,2009,13-17 Years,31.8
"≥1 Dose, Males",Maryland,2022,13-17 Years,82.5
"≥1 Dose, Males and Females",Maryland,2022,13-17 Years,84.0
"≥1 Dose, Males and Females",Maryland,2021,13-17 Years,85.5
"≥1 Dose, Males and Females",Maryland,2020,13-17 Years,83.1
"≥2 Doses, Females",Maryland,2017,13-17 Years,62.8
"≥2 Doses, Females",Maryland,2016,13-17 Years,55.6
"≥2 Doses, Females",Maryland,2015,13-17 Years,61.7
"≥2 Doses, Females",Maryland,2014,13-17 Years,52.6
"≥2 Doses, Females",Maryland,2018,13-17 Years,63.5
"≥2 Doses, Females",Maryland,2019,13-17 Years,70.7
"≥2 Doses, Males",Maryland,2012,13-17 Years,13.8
"≥2 Doses, Males",Maryland,2014,13-17 Years,37.3
"≥2 Doses, Males",Maryland,2013,13-17 Years,23.1
"≥2 Doses, Males",Maryland,2018,13-17 Years,60.0
"≥2 Doses, Males",Maryland,2017,13-17 Years,52.9
"≥2 Doses, Males",Maryland,2016,13-17 Years,53.2
"≥2 Doses, Males",Maryland,2015,13-17 Years,46.6
"Up-to-Date, Females",Maryland,2017,13-17 Years,57.5
"Up-to-Date, Females",Maryland,2019,13-17 Years,68.6
"Up-to-Date, Females",Maryland,2018,13-17 Years,60.9
"Up-to-Date, Females",Maryland,2022,13-17 Years,78.6
"Up-to-Date, Females",Maryland,2021,13-17 Years,73.8
"Up-to-Date, Females",Maryland,2016,13-17 Years,51.8
"Up-to-Date, Males",Maryland,2019,13-17 Years,69.1
"Up-to-Date, Males",Maryland,2020,13-17 Years,62.5
"Up-to-Date, Males",Maryland,2017,13-17 Years,48.4
"Up-to-Date, Males",Maryland,2018,13-17 Years,55.4
"Up-to-Date, Males",Maryland,2022,13-17 Years,65.7
"Up-to-Date, Males",Maryland,2016,13-17 Years,44.5
"Up-to-Date, Males",Maryland,2021,13-17 Years,70.2
"Up-to-Date, Females",Maryland,2020,13-17 Years,71.3
"Up-to-Date, Males and Females",Maryland,2018,13-17 Years,58.1
"Up-to-Date, Males and Females",Maryland,2017,13-17 Years,52.9
"Up-to-Date, Males and Females",Maryland,2019,13-17 Years,68.9
"≥2 Doses, Males",Maryland,2019,13-17 Years,72.1
"Up-to-Date, Males and Females",Maryland,2016,13-17 Years,48.1
